CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11464,MR.,ALEJANDRO,HUANG,11/16/1971,M,M,alejandro8@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
11465,MR.,LOUIS,LUO,2/19/1971,M,M,louis23@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
11466,MR.,GRANT,TANG,08-03-1971,M,M,grant6@adventure-works.com,"$150,000 ",0,Partial High School,Management,Y
11467,MR.,ARTURO,ZHENG,10-07-1969,M,M,arturo21@adventure-works.com,"$170,000 ",1,Graduate Degree,Management,Y
11468,MRS.,JACLYN,ANDERSEN,6/18/1975,M,F,jaclyn37@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11469,MR.,EDWIN,RAJI,4/16/1973,S,M,edwin44@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
11470,MR.,JAY,SUAREZ,9/25/1973,S,M,jay49@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11471,MS.,LATASHA,SUAREZ,9/25/1973,S,F,latasha19@adventure-works.com,"$30,000 ",0,Partial College,Clerical,Y
11472,MR.,KENNETH,KUMAR,04-03-1963,S,M,kenneth7@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
11473,MS.,GRACE,HENDERSON,08-02-1980,S,F,grace52@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11474,MR.,MELVIN,XU,2/22/1980,S,M,melvin5@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y
11475,,CESAR,SUBRAM,10-09-1978,S,NA,cesar12@adventure-works.com,"$30,000 ",0,High School,Manual,N
11476,MRS.,ERIKA,NAVARRO,11/17/1974,M,F,erika7@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11477,MR.,TRISTAN,HUGHES,6/25/1973,S,M,tristan12@adventure-works.com,"$30,000 ",0,High School,Manual,N
11478,MR.,BILLY,HERNANDEZ,2/25/1973,S,M,billy5@adventure-works.com,"$30,000 ",0,High School,Manual,N
11479,MR.,DARRYL,WU,4/22/1973,M,M,darryl6@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11480,MRS.,COLLEEN,MA,03-11-1973,M,F,colleen16@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11481,MRS.,ERICA,HU,5/23/1973,M,F,erica19@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11482,MS.,ADRIENNE,TORRES,7/19/1972,S,F,adrienne8@adventure-works.com,"$30,000 ",0,High School,Manual,N
11483,MR.,CALVIN,CHANDE,5/22/1972,M,M,calvin13@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11484,MR.,ERICK,SAI,03-06-1972,S,M,erick5@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
11485,MR.,DONALD,CHANDRA,08-07-1972,M,M,donald4@adventure-works.com,"$40,000 ",2,Partial College,Clerical,N
11486,MS.,ARIANA,ROGERS,5/25/1971,S,F,ariana17@adventure-works.com,"$10,000 ",0,Partial High School,Manual,Y
11487,MS.,MORGAN,JONES,07-09-1971,S,F,morgan26@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
11488,MR.,JERMAINE,LOPEZ,9/21/1971,S,M,jermaine15@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y
11489,MS.,DEBORAH,GOEL,03-07-1971,S,F,deborah21@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11490,MR.,DANNY,RUBIO,01-06-1971,S,M,danny22@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11491,MR.,ANDRE,PEREZ,04-06-1971,M,M,andre20@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11492,MR.,TERRENCE,CHANDER,11/19/1971,S,M,terrence16@adventure-works.com,"$30,000 ",0,High School,Manual,N
11493,MRS.,DAWN,WU,12-02-1970,S,F,dawn8@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
11495,MR.,FRANCIS,JIMENEZ,09-04-1971,S,M,francis3@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
11496,MR.,GARY,ORTEGA,10/17/1970,S,M,gary31@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
11497,MRS.,KATRINA,NATH,11/26/1970,S,F,katrina17@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
11499,MR.,PEDRO,VANCE,11/14/1974,S,M,pedro4@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
11500,MS.,SARAH,SIMMONS,9/18/1974,S,F,sarah40@adventure-works.com,"$40,000 ",0,Graduate Degree,Skilled Manual,Y
11501,MRS.,BRANDY,CHANDRA,07-07-1975,S,F,brandy20@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
11502,MR.,JARED,PETERSON,03-07-1975,S,M,jared8@adventure-works.com,"$40,000 ",4,Partial College,Clerical,Y
11503,MR.,DENNIS,WU,10/13/1930,M,M,dennis8@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
11504,MRS.,JORDAN,BAKER,4/20/1931,M,F,jordan45@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11505,MS.,JASMINE,POWELL,07-07-1966,S,F,jasmine48@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
11506,MR.,NICHOLAS,BROWN,5/17/1966,S,M,nicholas6@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N
11507,MS.,ISABELLA,RUSSELL,11/20/1966,S,F,isabella30@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
11508,MS.,ELIZABETH,WILSON,07-07-1966,S,F,elizabeth11@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
11509,MRS.,ROGER,HARUI,7/26/1953,M,F,roger4@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11510,MR.,SETH,ROBERTS,7/13/1953,M,M,seth40@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11511,MR.,CALEB,PERRY,6/14/1953,M,M,caleb4@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11512,MRS.,NATALIE,CAMPBELL,8/13/1954,S,F,natalie50@adventure-works.com,"$20,000 ",3,Partial High School,Manual,Y
11513,MRS.,ALYSSA,HOWARD,9/27/1954,S,F,alyssa38@adventure-works.com,"$20,000 ",3,Partial High School,Manual,N
11514,MR.,DALTON,DIAZ,4/20/1954,M,M,dalton67@adventure-works.com,"$30,000 ",1,High School,Clerical,Y
11515,MRS.,SHANNON,HUANG,2/25/1954,M,F,shannon6@adventure-works.com,"$30,000 ",1,High School,Clerical,Y
11516,MRS.,MYA,GONZALES,10/21/1954,M,F,mya17@adventure-works.com,"$30,000 ",1,High School,Clerical,Y
11517,MRS.,KATHERINE,BRYANT,6/20/1954,M,F,katherine44@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11518,MR.,EDWARD,WASHINGTON,05-10-1955,M,M,edward62@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11520,MRS.,JADA,MORGAN,04-11-1955,M,F,jada14@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11521,MRS.,ARIANA,PETERSON,12-09-1955,M,F,ariana4@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11522,MR.,CHRISTIAN,HUGHES,12/23/1955,M,M,christian26@adventure-works.com,"$80,000 ",5,Graduate Degree,Skilled Manual,Y
11523,MR.,LUCAS,TAYLOR,08-10-1956,M,M,lucas22@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11524,MRS.,ALYSSA,JACKSON,1/23/1956,M,F,alyssa11@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11525,MRS.,ARIANA,COOK,01-09-1956,M,F,ariana19@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11526,,KATHERINE,DIAZ,08-06-1956,M,NA,katherine48@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11527,MRS.,JENNA,GREEN,06-04-1956,M,F,jenna14@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11528,MRS.,JOAN,WASHINGTON,8/19/1957,M,F,joan7@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11529,MR.,AUSTIN,BRYANT,11/16/1957,M,M,austin14@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11530,MR.,ANDREW,MARTINEZ,7/26/1957,M,M,andrew24@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11531,MRS.,NINA,YUAN,01-07-1957,M,F,nina7@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11532,MRS.,LAUREN,MILLER,2/26/1957,M,F,lauren24@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11533,MRS.,EBONY,GILL,7/21/1957,M,F,ebony35@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11534,MR.,CAMERON,LEWIS,11/13/1958,S,M,cameron39@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11535,MR.,DEVIN,NELSON,07-03-1958,M,M,devin32@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11536,MR.,LOGAN,CHOW,4/17/1958,M,M,logan25@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11537,MR.,DAKOTA,ROSS,3/24/1958,M,M,dakota3@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11538,MRS.,NICOLE,TAYLOR,8/28/1959,S,F,nicole9@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
11539,MR.,JUSTIN,WASHINGTON,8/22/1959,M,M,justin10@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11540,MR.,ALBERTO,NAVARRO,1/28/1959,S,M,alberto11@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11541,MR.,AIDAN,ROSS,04-12-1959,S,M,aidan4@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
11542,MR.,ALEJANDRO,TANG,09-10-1968,S,M,alejandro30@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
11543,MRS.,SHEENA,CHANDE,2/17/1968,M,F,sheena13@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
11544,MR.,JOEL,GARCIA,05-07-1968,M,M,joel14@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11545,MR.,REGINALD,DOMINGUEZ,3/25/1968,M,M,reginald20@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11546,MRS.,CHRISTINE,CHANDE,3/14/1968,M,F,christine10@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11547,MS.,CINDY,SAI,03-08-1968,M,F,cindy6@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
11549,MS.,CRYSTAL,LIANG,09-06-1968,M,F,crystal17@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
11550,MS.,DEB,TORRES,08-08-1968,S,F,deb4@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
11551,MR.,SHANNON,ALVAREZ,5/25/1967,S,M,shannon26@adventure-works.com,"$10,000 ",3,High School,Manual,Y
11552,MR.,EDDIE,RUBIO,5/27/1967,S,M,eddie21@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
11553,MRS.,SHARON,LUO,09-09-1967,M,F,sharon12@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
11554,MRS.,SYDNEY,SIMMONS,9/28/1926,S,F,sydney37@adventure-works.com,"$10,000 ",4,High School,Manual,Y
11555,MRS.,ALEXANDRIA,HENDERSON,07-08-1926,M,F,alexandria5@adventure-works.com,"$40,000 ",1,Bachelors,Clerical,Y
11556,MR.,LUCAS,EVANS,5/14/1967,M,M,lucas10@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
11557,MRS.,FELICIA,RAMOS,1/15/1967,S,F,felicia16@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11558,MR.,IVAN,MALHOTRA,8/22/1967,S,M,ivan3@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11559,MR.,FREDERICK,SUBRAM,12/16/1967,S,M,frederick12@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11560,MRS.,WHITNEY,SRINI,8/13/1967,S,F,whitney7@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11561,MRS.,BRIANA,DOMINGUEZ,7/24/1966,S,F,briana12@adventure-works.com,"$10,000 ",5,Partial High School,Manual,Y
11562,MR.,JARROD,GONZALEZ,4/19/1966,M,M,jarrod17@adventure-works.com,"$20,000 ",1,High School,Manual,Y
11563,MR.,CESAR,SRINI,02-01-1966,S,M,cesar7@adventure-works.com,"$20,000 ",1,High School,Manual,N
11564,MR.,JORGE,LIANG,07-12-1966,S,M,jorge19@adventure-works.com,"$20,000 ",1,High School,Manual,N
11565,MR.,ERIK,DIAZ,07-02-1966,S,M,erik4@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11566,MS.,APRIL,SHAN,09-02-1967,M,F,april8@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
11567,MS.,CARLA,PEREZ,9/23/1967,M,F,carla24@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
11568,MRS.,ALEXIA,FOSTER,10/23/1966,S,F,alexia13@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11569,MR.,TROY,MALHOTRA,05-10-1966,M,M,troy5@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11570,MRS.,KRISTIN,ANDERSEN,1/22/1966,M,F,kristin14@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11571,MR.,JOEL,SAI,5/18/1966,M,M,joel5@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11572,MR.,BILLY,MORENO,3/15/1966,M,M,billy8@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11573,MRS.,MEAGAN,SUBRAM,11/15/1965,S,F,meagan13@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11574,MRS.,KARLA,LUO,7/17/1965,S,F,karla6@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11575,MR.,JACKSON,CAMPBELL,4/21/1965,S,M,jackson37@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11576,MR.,MICAH,ZHU,02-10-1965,M,M,micah1@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11577,MRS.,JANET,SERRANO,10/22/1965,M,F,janet22@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11578,MRS.,TRISHA,HUANG,11-08-1964,S,F,trisha0@adventure-works.com,"$10,000 ",3,Partial High School,Manual,Y
11579,MR.,CLAYTON,BECK,8/20/1964,S,M,clayton38@adventure-works.com,"$20,000 ",3,High School,Manual,Y
11580,MR.,MELVIN,RAJE,09-12-1933,M,M,melvin12@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11581,MS.,CINDY,JORDAN,09-04-1966,M,F,cindy2@adventure-works.com,"$40,000 ",0,Bachelors,Professional,Y
11582,MRS.,CLAUDIA,MA,4/13/1963,S,F,claudia14@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
11583,MRS.,KARLA,XU,9/26/1965,S,F,karla5@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
11584,MR.,DEVIN,CARTER,11/22/1965,M,M,devin33@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11585,MRS.,KARI,PEREZ,03-08-1965,M,F,kari21@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11586,MR.,ALBERTO,ROMERO,12/15/1965,M,M,alberto10@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11587,MR.,KEVIN,BRYANT,10/21/1964,S,M,kevin20@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
11588,MRS.,CANDACE,MEHTA,7/14/1964,M,F,candace14@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
11589,MRS.,EBONY,MALHOTRA,05-04-1964,M,F,ebony4@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11590,MRS.,ERIKA,DIAZ,10/18/1963,S,F,erika2@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
11591,MRS.,STACEY,LU,5/16/1963,S,F,stacey12@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
11592,MR.,DARRELL,RAJI,09-04-1978,S,M,darrell9@adventure-works.com,"$20,000 ",0,High School,Manual,N
11593,MR.,ARMANDO,MORENO,3/25/1977,S,M,armando6@adventure-works.com,"$20,000 ",0,High School,Manual,Y
11594,MR.,COREY,GOEL,11-04-1979,S,M,corey16@adventure-works.com,"$20,000 ",4,High School,Manual,Y
11595,MR.,SEBASTIAN,HOWARD,07-02-1979,S,M,sebastian12@adventure-works.com,"$20,000 ",5,High School,Manual,Y
11596,MR.,ROGER,RAJE,09-03-1963,M,M,roger41@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11597,MRS.,JANELLE,CHANDRA,02-06-1978,S,F,janelle2@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
11598,MRS.,MEREDITH,RUIZ,07-02-1978,S,F,meredith24@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
11599,MS.,MELODY,DIAZ,9/16/1977,S,F,melody3@adventure-works.com,"$20,000 ",0,High School,Manual,N
11600,MS.,LINDA,RUBIO,04-07-1977,S,F,linda36@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11601,MR.,IVAN,RAMAN,8/21/1977,S,M,ivan8@adventure-works.com,"$30,000 ",0,Partial College,Clerical,Y
11602,MR.,LARRY,GILL,4/13/1977,S,M,larry16@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11603,MR.,GEOFFREY,GONZALEZ,02-06-1977,S,M,geoffrey16@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11604,MR.,EDGAR,SANCHEZ,06-03-1977,S,M,edgar21@adventure-works.com,"$30,000 ",0,Partial College,Clerical,Y
11605,MS.,HEIDI,SUBRAM,11/20/1976,S,F,heidi15@adventure-works.com,"$20,000 ",0,High School,Manual,N
11606,MS.,MELODY,RAMOS,02-03-1975,S,F,melody17@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
11607,MR.,CLINTON,MORENO,05-09-1975,S,M,clinton3@adventure-works.com,"$20,000 ",0,High School,Manual,Y
11608,MR.,CESAR,MADAN,03-04-1976,S,M,cesar6@adventure-works.com,"$20,000 ",0,High School,Manual,N
11609,MR.,EUGENE,YE,6/26/1976,S,M,eugene13@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11610,MR.,BLAKE,COLLINS,4/23/1975,S,M,blake47@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11611,MR.,ERNEST,LIN,2/27/1974,M,M,ernest7@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11612,MR.,KEITH,ANDERSEN,10-11-1974,S,M,keith16@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11613,MS.,MEREDITH,PRASAD,11-03-1975,S,F,meredith8@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11614,MS.,KATRINA,SHARMA,8/17/1975,S,F,katrina8@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11615,MR.,DWAYNE,NAVARRO,11/21/1975,M,M,dwayne9@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11616,MRS.,CASEY,NATH,03-09-1975,M,F,casey20@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11617,MR.,SEAN,BROOKS,04-04-1959,S,M,sean8@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
11618,MR.,BRIAN,RAMIREZ,4/24/1959,M,M,brian19@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11619,MS.,SIERRA,YOUNG,05-01-1973,S,F,sierra15@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
11620,MS.,MEGAN,RODRIGUEZ,4/20/1973,S,F,megan23@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
11621,MS.,LEAH,SHE,2/19/1973,S,F,leah19@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N
11622,MR.,GABRIEL,ALLEN,12/17/1973,M,M,gabriel53@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
11623,,ANGELA,PERRY,6/27/1973,S,NA,angela10@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
11624,MR.,RYAN,SMITH,3/23/1973,S,M,ryan39@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
11625,MR.,ZACHARY,MOORE,1/19/1973,M,M,zachary37@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
11626,MRS.,DESTINY,ROGERS,6/14/1973,M,F,destiny26@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
11627,MR.,DALTON,GRAY,2/27/1973,M,M,dalton76@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11628,MRS.,MARIAH,WOOD,5/17/1972,S,F,mariah6@adventure-works.com,"$40,000 ",1,Graduate Degree,Skilled Manual,Y
11629,MR.,ISAIAH,WRIGHT,02-08-1971,S,M,isaiah45@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
11630,MRS.,HALEY,POWELL,12/25/1971,M,F,haley27@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11631,MR.,ANTONIO,BENNETT,2/13/1971,M,M,antonio1@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11633,MR.,THOMAS,ANDERSON,5/26/1972,M,M,thomas71@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11634,MR.,SAMUEL,COLLINS,06-12-1972,M,M,samuel33@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11635,MR.,DARRELL,CHANDE,8/14/1972,M,M,darrell4@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11636,MRS.,KIMBERLY,COX,12/22/1972,S,F,kimberly14@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11637,MRS.,MORGAN,HERNANDEZ,8/14/1972,M,F,morgan15@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,Y
11638,MR.,ANTONIO,POWELL,03-12-1972,M,M,antonio8@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,Y
11639,MRS.,ANGELICA,PERRY,12/23/1972,M,F,angelica7@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,Y
11640,MRS.,CHLOE,WILSON,05-03-1970,M,F,chloe40@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
11641,MR.,JAMES,CHEN,08-12-1970,M,M,james41@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
11642,MRS.,MORGAN,HUGHES,12/26/1970,M,F,morgan81@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
11643,,NAOMI,MUNOZ,7/27/1970,M,NA,naomi7@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
11644,MR.,CHARLES,TORRES,10-07-1969,S,M,charles52@adventure-works.com,"$40,000 ",2,Bachelors,Skilled Manual,Y
11645,MRS.,GABRIELLA,TURNER,10/19/1969,S,F,gabriella27@adventure-works.com,"$40,000 ",2,Bachelors,Skilled Manual,Y
11646,MRS.,ANNA,FOSTER,3/19/1969,S,F,anna41@adventure-works.com,"$40,000 ",2,Bachelors,Skilled Manual,Y
11647,MR.,RANDY,WU,9/22/1969,S,M,randy8@adventure-works.com,"$40,000 ",2,Bachelors,Skilled Manual,N
11648,MR.,KEVIN,SCOTT,4/16/1969,S,M,kevin50@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11649,MR.,IAN,WHITE,1/26/1969,M,M,ian12@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11650,MR.,CALEB,HAYES,7/26/1969,M,M,caleb19@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11651,MRS.,PATRICIA,GARCIA,12/17/1971,M,F,patricia18@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11652,MR.,SAMUEL,RUSSELL,05-05-1971,M,M,samuel19@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11653,MRS.,SYDNEY,PETERSON,06-08-1971,S,F,sydney15@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11654,MRS.,ARIANA,SANCHEZ,9/19/1971,M,F,ariana22@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11655,MRS.,TAMARA,SHARMA,04-01-1971,S,F,tamara21@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y
11656,MRS.,KATELYN,PEREZ,9/20/1971,M,F,katelyn35@adventure-works.com,"$70,000 ",3,Graduate Degree,Professional,Y
11657,MRS.,MEGAN,COX,05-04-1971,M,F,megan39@adventure-works.com,"$70,000 ",3,Graduate Degree,Professional,Y
11658,MR.,ROBERT,MITCHELL,02-07-1969,M,M,robert53@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11659,MR.,MIGUEL,ADAMS,4/22/1969,S,M,miguel32@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11660,MRS.,MIRANDA,GONZALES,1/22/1969,M,F,miranda17@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11661,MR.,JEREMIAH,JAMES,01-07-1970,S,M,jeremiah39@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11662,MR.,ETHAN,KUMAR,07-04-1970,S,M,ethan24@adventure-works.com,"$60,000 ",2,Graduate Degree,Professional,Y
11663,MR.,SETH,WILLIAMS,2/25/1970,M,M,seth2@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
11664,MRS.,ALYSSA,MORGAN,02-09-1970,S,F,alyssa30@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
11665,MRS.,JANET,DOMINGUEZ,12/13/1970,M,F,janet18@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
11666,MR.,ANGEL,BAKER,12/17/1970,M,M,angel30@adventure-works.com,"$80,000 ",2,Graduate Degree,Professional,Y
11667,MR.,BLAKE,MOORE,6/21/1967,M,M,blake7@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
11668,MRS.,JADA,COLLINS,09-07-1967,S,F,jada15@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
11669,MRS.,ISABELLA,SIMMONS,10/21/1967,S,F,isabella25@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
11670,MRS.,JACQUELINE,PERRY,10/17/1967,S,F,jacqueline8@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
11671,MRS.,JESSICA,BROWN,5/18/1966,S,F,jessica51@adventure-works.com,"$60,000 ",3,Bachelors,Skilled Manual,N
11672,MR.,CHAD,JAI,9/21/1966,M,M,chad13@adventure-works.com,"$60,000 ",3,Bachelors,Skilled Manual,Y
11673,MRS.,SUSAN,YE,02-07-1966,S,F,susan19@adventure-works.com,"$60,000 ",3,Bachelors,Skilled Manual,Y
11674,MS.,MORGAN,ROGERS,8/18/1966,M,F,morgan49@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
11675,MR.,DEVIN,MARTINEZ,02-02-1966,S,M,devin16@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
